generation,travelled_distance,chromosome,cities,cluster,execution_time
642,5.961694230431869,"[4, 2, 5, 7, 0, 6, 3, 1, 8]","['69a67f0ee0c09223e7bbd96233f1d322_deliveryMan', '69a67f0ee0c09223e7bbd96233f1d322_collect', 'bdea5bf2b68897e7d1b45eb51db0f18b_collect', 'ed510933339bd7b6d8e16d6c83026998_collect', '2343d4a98379202b11d3ec66c322ab57_collect', 'bdea5bf2b68897e7d1b45eb51db0f18b_delivery', '69a67f0ee0c09223e7bbd96233f1d322_delivery', '2343d4a98379202b11d3ec66c322ab57_delivery', 'ed510933339bd7b6d8e16d6c83026998_delivery']",0,6.198313236236572
42,3.5264495145426213,"[6, 4, 2, 0, 5, 1, 3]","['fbba9a57e45f4bd443598e6548ee329b_deliveryMan', 'fbba9a57e45f4bd443598e6548ee329b_collect', 'b017cf1ddd183e5b8bff0e7c7821c75a_collect', '0f55b0d2cf0cef20a803b08673624f7e_collect', 'fbba9a57e45f4bd443598e6548ee329b_delivery', '0f55b0d2cf0cef20a803b08673624f7e_delivery', 'b017cf1ddd183e5b8bff0e7c7821c75a_delivery']",1,6.390017509460449
959,24.48587892465025,"[42, 40, 18, 79, 10, 65, 8, 63, 47, 34, 59, 20, 57, 45, 11, 46, 58, 12, 71, 2, 4, 26, 24, 51, 72, 61, 38, 28, 9, 36, 81, 69, 5, 16, 53, 22, 80, 77, 62, 49, 3, 0, 27, 14, 19, 75, 73, 52, 50, 83, 17, 78, 39, 43, 1, 70, 15, 23, 32, 13, 6, 33, 74, 25, 37, 66, 21, 82, 55, 64, 41, 84, 7, 67, 60, 30, 44, 54, 76, 68, 56, 31, 48, 29, 35]","['84300a0c4b27875cb77c89f5383df360_deliveryMan', '84300a0c4b27875cb77c89f5383df360_collect', '438f4256ef380bc7d658773ed817a480_collect', 'f1eb378be592a06b8c3c6006b7d7102e_collect', '2e496accb804bb4a59fcd3df574b450c_collect', 'cc39eb27597876b3ad16c246ffcfd8de_collect', '2878b4e373a9556df9aa1708a4e5c3c8_collect', 'c4923e01d78f318874e4a7752eab5dd9_collect', '901fa9040bdb5022b65e359c25dcf76a_collect', '5dbbb88d9ab8820dbe265323e2ab44a9_collect', 'b51636cb252c5b72813e83843f8f73d4_collect', '4587cee7619ccea5e9958dd64fe2db8e_collect', 'a63e4b82c362c488802abe5a133440aa_collect', '8f815207602f16cdf25a3fb1858ca6be_collect', '2e496accb804bb4a59fcd3df574b450c_delivery', '8f815207602f16cdf25a3fb1858ca6be_delivery', 'a63e4b82c362c488802abe5a133440aa_delivery', '333ce3e6b37acde9e8cd3734d29381e4_collect', 'deae638b4d60be5de34c13bf68b5850c_collect', '0ec20e561e76d49aa3ca434872643de2_collect', '13917780488fcc5fa2f9fa3c45549c80_collect', '48fbeebc9d59b8f5b8c06d87af9626f2_collect', '47999a7490ff2905f7ca3da2edcc9c52_collect', '98b32fa8a6061086a412ad8606ab2b09_collect', 'deae638b4d60be5de34c13bf68b5850c_delivery', 'b6f5e3bc6360fbc485ff34695b7b3fdc_collect', '80a16d66483cba1e11bd7f56a3cc175d_collect', '49287801ce45d679f7744b39f6fb6131_collect', '2878b4e373a9556df9aa1708a4e5c3c8_delivery', '7b8c347893b1c057c2eb9d8d22435e6e_collect', 'f738b7f44b5be61ae982e3ea9c87289f_collect', 'dbf8b161073da5d187b1b739a7dc9b86_collect', '13917780488fcc5fa2f9fa3c45549c80_delivery', '393a6c33172f80f95ddcb31d61f6368f_collect', '9dad14cb70926812afb5ca62be79f298_collect', '46cede2272077facfeb5aa257851d0c3_collect', 'f1eb378be592a06b8c3c6006b7d7102e_delivery', 'eaae3cf15cb2de079d33c44d3a8b2dc9_collect', 'b6f5e3bc6360fbc485ff34695b7b3fdc_delivery', '923c72c5c8bc167cdab01dbd3de020a8_collect', '0ec20e561e76d49aa3ca434872643de2_delivery', '092166b50105729618cd1dfb1e7c650c_collect', '48fbeebc9d59b8f5b8c06d87af9626f2_delivery', '37956c8c2b061c4a39b146aac4a9077d_collect', '438f4256ef380bc7d658773ed817a480_delivery', 'e99d985e66dc0f62859946b86b5beaff_collect', 'e8cab458223cfed14e73ea0d7fe1a511_collect', '98b32fa8a6061086a412ad8606ab2b09_delivery', '923c72c5c8bc167cdab01dbd3de020a8_delivery', 'f8f0a2ea20c23215420ae3d9e7fa4f99_collect', '393a6c33172f80f95ddcb31d61f6368f_delivery', 'eaae3cf15cb2de079d33c44d3a8b2dc9_delivery', '80a16d66483cba1e11bd7f56a3cc175d_delivery', '8718a4ef6a9e45012bb3e595f0b5286c_collect', '092166b50105729618cd1dfb1e7c650c_delivery', 'dbf8b161073da5d187b1b739a7dc9b86_delivery', '37956c8c2b061c4a39b146aac4a9077d_delivery', '46cede2272077facfeb5aa257851d0c3_delivery', '59fa9c0df154e7b3b8bb9eb70cd4ec86_collect', '333ce3e6b37acde9e8cd3734d29381e4_delivery', '14a33a96125aa5f732d96bae3c4e55f8_collect', '59fa9c0df154e7b3b8bb9eb70cd4ec86_delivery', 'e8cab458223cfed14e73ea0d7fe1a511_delivery', '47999a7490ff2905f7ca3da2edcc9c52_delivery', '7b8c347893b1c057c2eb9d8d22435e6e_delivery', 'cc39eb27597876b3ad16c246ffcfd8de_delivery', '4587cee7619ccea5e9958dd64fe2db8e_delivery', 'f738b7f44b5be61ae982e3ea9c87289f_delivery', 'a279cafcc7359382fdd603518130fd1b_collect', 'c4923e01d78f318874e4a7752eab5dd9_delivery', '84300a0c4b27875cb77c89f5383df360_delivery', 'f8f0a2ea20c23215420ae3d9e7fa4f99_delivery', '14a33a96125aa5f732d96bae3c4e55f8_delivery', 'd59d424384cb6fa0956cec1af3f179ac_collect', 'b51636cb252c5b72813e83843f8f73d4_delivery', '49fa096844c2241fc5db183cc11bd550_collect', '8718a4ef6a9e45012bb3e595f0b5286c_delivery', '9dad14cb70926812afb5ca62be79f298_delivery', 'e99d985e66dc0f62859946b86b5beaff_delivery', 'd59d424384cb6fa0956cec1af3f179ac_delivery', 'a279cafcc7359382fdd603518130fd1b_delivery', '49fa096844c2241fc5db183cc11bd550_delivery', '901fa9040bdb5022b65e359c25dcf76a_delivery', '49287801ce45d679f7744b39f6fb6131_delivery', '5dbbb88d9ab8820dbe265323e2ab44a9_delivery']",2,240.01328825950623
157,9.561940085303291,"[8, 6, 0, 4, 2, 5, 7, 3, 1]","['de59016b99422f0bbd7e51a301bf2578_deliveryMan', 'de59016b99422f0bbd7e51a301bf2578_collect', '1916f29d84d0c59dba74b70880457a8c_collect', '990e3e00e06b1e57b3a48753fb244ab6_collect', '4f53648717b48854fb9db283e2cf5d27_collect', '990e3e00e06b1e57b3a48753fb244ab6_delivery', 'de59016b99422f0bbd7e51a301bf2578_delivery', '4f53648717b48854fb9db283e2cf5d27_delivery', '1916f29d84d0c59dba74b70880457a8c_delivery']",3,7.414360523223877
868,4.242295782493225,"[16, 14, 8, 10, 2, 3, 15, 0, 12, 4, 9, 6, 13, 7, 11, 1, 5]","['cdcc163c185b029690476757900236bf_deliveryMan', 'cdcc163c185b029690476757900236bf_collect', '7b2a882eef1edda20fe63ae4422c981a_collect', '9da45042d8eb6c75611db8ff1a176f8f_collect', '2eb25d32344f7fc22c7d52e33110bd51_collect', '2eb25d32344f7fc22c7d52e33110bd51_delivery', 'cdcc163c185b029690476757900236bf_delivery', '28fa410eec232354726af94904c6fa9b_collect', 'a7fdfd7d7ae7a53a8232d6d0d7db215b_collect', '5aadbda0877e0d99ba07f785cd29c362_collect', '7b2a882eef1edda20fe63ae4422c981a_delivery', '628fedcd693f3b7d66306884d2c043c6_collect', 'a7fdfd7d7ae7a53a8232d6d0d7db215b_delivery', '628fedcd693f3b7d66306884d2c043c6_delivery', '9da45042d8eb6c75611db8ff1a176f8f_delivery', '28fa410eec232354726af94904c6fa9b_delivery', '5aadbda0877e0d99ba07f785cd29c362_delivery']",4,12.103816509246826
14,14.838703314435612,"[2, 0, 9, 7, 5, 3, 4, 6, 1, 10, 8]","['0739104e30e20de6c0956c0889a9b9dc_deliveryMan', '0739104e30e20de6c0956c0889a9b9dc_collect', 'acf3ac1c437e8674370762c5a482b978_collect', '940a542baeda1215a99a4fc39be706f1_collect', '93ef5624aaaeded1aa197fd63116d902_collect', '4dacdd4bc2de0f5f0aa9e11a735e8e33_collect', '4dacdd4bc2de0f5f0aa9e11a735e8e33_delivery', '93ef5624aaaeded1aa197fd63116d902_delivery', '0739104e30e20de6c0956c0889a9b9dc_delivery', 'acf3ac1c437e8674370762c5a482b978_delivery', '940a542baeda1215a99a4fc39be706f1_delivery']",5,6.913946151733398
627,15.726550177208923,"[8, 6, 2, 17, 29, 0, 4, 13, 31, 23, 25, 14, 11, 19, 9, 21, 32, 7, 27, 15, 1, 26, 18, 20, 28, 16, 24, 12, 22, 3, 5, 10, 30]","['2f610bccd0c217425cbb71bc0cdafa32_deliveryMan', '2f610bccd0c217425cbb71bc0cdafa32_collect', '0d2495ab9ff55e8edc50bdc92b443103_collect', '4617a1e4f74a5e42a73b281034db89c5_collect', 'c6ab8a5c6fbd3bf57e9ad8407d950cc6_collect', '03bd6f7b95588e476cdef4abb2cfdd0d_collect', '16fd9b360cbadca08b1026c8532820f5_collect', '323d6a7119864c4c95a2a27b45e89b6c_collect', 'd95d7dc42c0d8218358ebeabc7bb5dfc_collect', '839b7051ec3965f51479de677b695b59_collect', '950863e2e170cafe0f1363b6debbf73c_collect', '323d6a7119864c4c95a2a27b45e89b6c_delivery', '317bc187384c65775ea8f3b23aad4acf_collect', '65b5697d10acdb50f0d5ce555c8aa46e_collect', '30dbb7bb7d4c27c3efd6ab7c9c27f9d0_collect', '7a28faee4e4959f358d2fdbe66e22107_collect', 'd95d7dc42c0d8218358ebeabc7bb5dfc_delivery', '2f610bccd0c217425cbb71bc0cdafa32_delivery', 'c3a3138b83444e2e6c24b0bdd327bd30_collect', '37e5725572d3cbd7aad103b730f9232a_collect', '03bd6f7b95588e476cdef4abb2cfdd0d_delivery', '950863e2e170cafe0f1363b6debbf73c_delivery', '4617a1e4f74a5e42a73b281034db89c5_delivery', '65b5697d10acdb50f0d5ce555c8aa46e_delivery', 'c3a3138b83444e2e6c24b0bdd327bd30_delivery', '37e5725572d3cbd7aad103b730f9232a_delivery', '839b7051ec3965f51479de677b695b59_delivery', '317bc187384c65775ea8f3b23aad4acf_delivery', '7a28faee4e4959f358d2fdbe66e22107_delivery', '0d2495ab9ff55e8edc50bdc92b443103_delivery', '16fd9b360cbadca08b1026c8532820f5_delivery', '30dbb7bb7d4c27c3efd6ab7c9c27f9d0_delivery', 'c6ab8a5c6fbd3bf57e9ad8407d950cc6_delivery']",6,25.079814195632935
869,13.543942204079935,"[8, 6, 9, 2, 4, 13, 0, 17, 15, 1, 11, 16, 5, 10, 14, 7, 18, 12, 3]","['18917193c2d4f159daff7df3b208d22e_deliveryMan', '18917193c2d4f159daff7df3b208d22e_collect', '4ee5490fc0c66d4c9a1f30055af9b7be_collect', '0b77e4a3c5557d452990e1cd1136f0b5_collect', '1648b503676883c70854279700e3cfc3_collect', 'bd9d0b4bd72874264d4f1467b4d51323_collect', '0292fb46a5e22715459cb9a7b96e7aae_collect', 'f1fef02958f49028cbdab162242010b8_collect', 'db8f21db0519c6ab351e3bbf641439ca_collect', '0292fb46a5e22715459cb9a7b96e7aae_delivery', '693baf16595f02138e24e30ba2f1925e_collect', 'db8f21db0519c6ab351e3bbf641439ca_delivery', '1648b503676883c70854279700e3cfc3_delivery', '4ee5490fc0c66d4c9a1f30055af9b7be_delivery', 'bd9d0b4bd72874264d4f1467b4d51323_delivery', '18917193c2d4f159daff7df3b208d22e_delivery', 'f1fef02958f49028cbdab162242010b8_delivery', '693baf16595f02138e24e30ba2f1925e_delivery', '0b77e4a3c5557d452990e1cd1136f0b5_delivery']",7,10.822295188903809
1,8.90554195817513,"[2, 0, 3, 4, 1]","['81b15e9061212fc1a2e309ea9b494bc9_deliveryMan', '81b15e9061212fc1a2e309ea9b494bc9_collect', 'e5a848c6a67b48a0f85bb44ef9fe5c5a_collect', 'e5a848c6a67b48a0f85bb44ef9fe5c5a_delivery', '81b15e9061212fc1a2e309ea9b494bc9_delivery']",8,5.825113534927368
325,9.967577271547286,"[12, 10, 4, 2, 8, 13, 6, 0, 14, 3, 7, 5, 11, 9, 1]","['91db217544d0eac98354b11f2f35abcb_deliveryMan', '91db217544d0eac98354b11f2f35abcb_collect', '696a92d8c4f0b9ad34106f5caa0813f6_collect', '2623ed35158b345e208f55f03565c1b9_collect', '7bac976651f930dc34309b61897ce46c_collect', 'dcb51dcb7db5cd9a3d44ebf6002bc080_collect', '6ef39ba9ebeec91e5c34444a2c9bbb24_collect', '04da4dc0ed95cc93f9f25375fa08ad47_collect', 'dcb51dcb7db5cd9a3d44ebf6002bc080_delivery', '2623ed35158b345e208f55f03565c1b9_delivery', '6ef39ba9ebeec91e5c34444a2c9bbb24_delivery', '696a92d8c4f0b9ad34106f5caa0813f6_delivery', '91db217544d0eac98354b11f2f35abcb_delivery', '7bac976651f930dc34309b61897ce46c_delivery', '04da4dc0ed95cc93f9f25375fa08ad47_delivery']",9,9.31233835220337
